dept_name,emp_no,first_name,last_name
Sales,92802,Alair,Luks
Development,92829,Nechama,Kalefeld
Development,92835,Freyja,Godskesen
Development,92842,Maris,Lorie
Development,92870,Atilio,Imataki
Sales,92878,Phule,Birjandi
Sales,92898,Gil,Ghazalie
Sales,92965,Weiye,Salinas
Development,92980,Quingbo,Kakkad
Development,92983,Masoud,Rosca
Sales,92987,Kiyotoshi,Emden
Sales,93001,Kersti,Pusterhofer
Development,93017,Gian,Terkki
Development,93020,Masako,Fraisse
Sales,93038,Chenyi,Michaeli
Development,93049,Christoper,Ananiadou
Development,93061,Cheong,Matteis
Sales,93080,Amstein,Heering
Development,93107,Martien,Buchter
Sales,93130,Kwun,Neimat
Sales,93150,Piyush,Papsdorf
Sales,93161,Giao,Garrabrants
Development,93183,Kenton,Marzano
Sales,93197,Arie,Magliocco
Sales,93203,Danel,Zizka
Development,93219,Dulce,Kolinko
Sales,93221,Sanjit,McDermid
Development,93224,Shigeo,Gonthier
Sales,93241,Juichirou,Borstler
Sales,93254,Shigeo,Cichocki
Development,93299,Hatsukazu,Swist
Development,93314,Carrsten,Beeson
Sales,93321,Masako,Nivat
Sales,93329,Shirish,Anily
Sales,93344,Bernardo,Escriba
Sales,93357,Padma,Prochazka
Sales,93366,Heejo,Schach
Development,93389,Sungwon,Hooghiemstra
Development,93396,Giap,Penn
Development,93399,Rosalie,Bennet
Sales,93412,Sivanarayana,Sinicrope
Sales,93416,Naftaly,Flowers
Development,93426,Olivera,Kambil
Sales,93430,Golgen,Baar
Sales,93433,Abdelkader,Tchuente
Sales,93450,Jiakeng,Kieras
Development,93492,Lenore,Yetim
Development,93495,Lunjin,Gill
Development,93509,Lijie,Perl
Sales,93520,Angel,Unni
Development,93536,Zhonghua,Zongker
Sales,93539,Stevo,Heystek
Sales,93551,Sanjay,Shrader
Sales,93576,Xuedong,Thorensen
Sales,93611,Mizuhito,Gronowski
Sales,93634,Dietrich,Chelton
Development,93670,Djelloul,Pulkowski
Development,93682,Mari,Mukaidono
Sales,93722,Tetsurou,Kavraki
Development,93735,Bernice,Krichel
Sales,93742,Shay,Ushiama
Development,93745,Mandell,Schrooten
Sales,93763,Kazuhisa,Jullig
Development,93798,Monique,Azumi
Development,93825,Rosella,Mitsuhashi
Development,93915,Genevieve,Waymire
Development,93921,Chuanti,Driscoll
Sales,93928,Tomoyuki,Axelband
Sales,93932,Giap,Parveen
Sales,93938,Boutros,Veeraraghavan
Development,93958,Morrie,Cyre
Sales,93960,Xianlong,Seghrouchni
Development,93995,Saeed,Luon
Sales,94008,Sumali,Itzfeldt
Development,94030,Masato,Shobatake
Development,94032,Jinya,Katiyar
Development,94034,Vasilis,Riesenhuber
Sales,94042,Yonghoan,Bruckman
Development,94118,Gina,Ellozy
Development,94120,Limsoon,Ohori
Development,94142,Weiyi,Avouris
Sales,94164,Frazer,Naumovich
Sales,94172,Ronnie,Bage
Sales,94210,Ekawit,Pouyioutas
Development,94211,Martins,Yurov
Development,94229,Shen,Thambidurai
Development,94270,Serge,Heuser
Development,94285,Goa,Munro
Sales,94287,Kiyokazu,Buchter
Development,94309,Tomoyuki,Zobel
Development,94320,Kirk,Papsdorf
Sales,94332,Teiji,Sudbeck
Development,94341,Bokyung,Serre
Development,94342,Ramalingam,Demizu
Sales,94405,Ramalingam,Escriba
Sales,94410,Iara,Schieder
Sales,94425,Kersti,Nergos
Sales,94462,Sadegh,Lukaszewicz
Development,94480,Remzi,Majewski
Development,94582,Willard,Baar
Development,94589,Sibyl,Heusch
Development,94596,Nahid,Biros
Development,94603,Fox,Kuszyk
Sales,94658,Basil,Kaelbling
Development,94666,Gudjon,Denti
Sales,94680,Teruyuki,Baja
Development,94681,Nigel,Clemencon
Development,94710,Anneke,Schrooten
Development,94732,Heping,Eiter
Development,94735,Rosine,Peak
Sales,94775,Moie,Kilgore
Development,94815,Kwun,Dusink
Sales,94833,Miyeon,Kleiser
Development,94849,Shao,Koshino
Development,94864,Boriana,Cronin
Sales,94871,Kasidit,Chenney
Sales,94914,Ranan,Preusig
Development,94920,Gretta,Birrer
Development,94987,Kazuhira,Berendt
Development,94998,Goh,Koblitz
Development,95133,Shiv,Strandh
Development,95223,Torsten,Quittner
Development,95277,Gina,Gist
Development,95278,Roselyn,Seghrouchni
Sales,95281,Kensyu,Savasere
Development,95285,Dipayan,Muhling
Development,95294,Dulce,Bain
Sales,95317,Srinidhi,Rosis
Sales,95322,Remzi,Demizu
Development,95323,Patricia,Makinen
Sales,95346,Jouko,Heering
Sales,95362,Yonghong,Zyda
Development,95365,Xuejia,Sichman
Development,95376,Vishu,Docker
Development,95393,Udaiprakash,Magliocco
Sales,95405,Phillip,Ellozy
Sales,95428,Shuzo,Conde
Sales,95470,Roddy,Gajiwala
Development,95473,Roselyn,Wallrath
Development,95503,Pranay,Pulkowski
Sales,95505,Tsz,Cooley
Development,95510,Mototsugu,Christ
Development,95541,Chinho,Whitcomb
Sales,95549,Arun,Sooriamurthi
Development,95558,Vasiliy,Etalle
Sales,95601,Vincent,Guting
Development,95647,Francoise,Cheshire
Development,95662,Martien,Spell
Sales,95670,Shaleah,Krybus
Development,95696,Akemi,Schaft
Development,95714,Doohun,Kaiserswerth
Development,95736,Nahum,Glinert
Development,95820,Hyuckchul,Perri
Development,95822,Divine,Teitelbaum
Development,95853,Manton,Flasterstein
Sales,95883,Eirik,Koshiba
Development,95890,Leni,Baba
Development,95891,Jinya,Mondadori
Sales,95902,Adin,Mikschl
Sales,95943,Guozhong,Luit
Development,95992,Hirochika,Jenevein
Sales,95999,Owen,Murillo
Development,96016,Giao,Falco
Development,96059,Valter,Mandell
Sales,96084,Hauke,Piazza
Development,96099,Roded,Ritzmann
Development,96107,Luise,Geffroy
Development,96108,Hatsukazu,Krychniak
Sales,96109,Jasminko,Chappelet
Sales,96122,Muzhong,Onuegbe
Development,96129,Aloys,Alvarado
Development,96132,Sachem,Wroclawski
Development,96138,Lidong,Ghalwash
Development,96161,Hugh,Riesenhuber
Development,96162,Tokuyasu,Dehkordi
Development,96169,Roselyn,Bharadwaj
Development,96196,Berthier,Zambonelli
Development,96197,Yechiam,Himler
Development,96201,Suvo,Guting
Development,96311,Candido,Riesenhuber
Development,96324,Alejandro,Bharadwaj
Development,96346,Gian,Pettis
Development,96432,Taisook,Raoux
Sales,96521,Gro,Imataki
Sales,96556,Guttorm,Penn
Development,96560,Parto,Kushner
Sales,96562,Abdulah,Ghemri
Development,96609,Bowen,Kemmerer
Sales,96617,Shirish,Peak
Sales,96630,Danai,Porenta
Sales,96648,Josyula,Perez
Development,96673,Hironobu,Oxman
Development,96689,Emdad,Roohalamini
Development,96704,Baziley,Koshino
Sales,96753,Claude,Giveon
Development,96766,Van,Trachtenberg
Sales,96769,Arun,Parascandalo
Sales,96770,Shirish,Solovay
Development,96844,Tommaso,Maliniak
Development,96853,Maha,Rissanen
Development,96865,Josyula,Ulupinar
Development,96897,Xiaobin,Willoner
Development,96900,Dekang,Solovay
Sales,96902,Khalil,Ozeki
Sales,96907,Masamitsu,Hiraishi
Sales,96911,Hirochika,Jeansoulin
Development,96921,Along,Waymire
Sales,96958,Shaowen,Shihab
Development,96977,Mabo,Pavlopoulou
Sales,96989,Youpyo,Shobatake
Development,97077,Subbu,Fontan
Development,97099,Chinya,Kaiserswerth
Development,97123,Basim,Suppi
Development,97126,Nitsan,Heyers
Sales,97135,Mechthild,Underwood
Development,97136,Bartek,Clouatre
Development,97194,Dannz,Ozery
Development,97208,Leif,Gelosh
Development,97225,Adam,Erez
Sales,97240,Yongmin,Krogh
Development,97262,Miomir,Esteva
Development,97264,Ennio,Roisin
Development,97287,Chanjung,Rajala
Development,97315,Hironoby,Hoogerwoord
Sales,97340,Vishu,Hiyoshi
Development,97428,Rildo,Sankaranarayanan
Sales,97466,Valdiodio,Marwedel
Sales,97468,Ramalingam,Barvinok
Sales,97492,Dante,Schnabel
Sales,97523,Bikash,Suppi
Development,97525,Shih,Krider
Development,97571,Guoxiang,Itzigehl
Development,97575,Nahum,Maksimenko
Sales,97577,Masato,Perna
Development,97628,Xiaobin,Luck
Sales,97648,Suvo,Kornyak
Sales,97677,Taegyun,Poulakidas
Development,97694,Girolamo,Cummings
Sales,97695,Sreekrishna,Fendler
Sales,97723,Gou,Mapelli
Development,97724,Jagoda,Pezzoli
Sales,97726,Guther,Veevers
Sales,97770,Horward,Keustermans
Development,97775,Maren,Mahmud
Sales,97781,Divine,Neimat
Development,97796,Jacopo,Schoegge
Development,97843,Barna,Lenart
Sales,97848,Takanari,Unni
Sales,97870,Leah,Socorro
Sales,97885,Seshu,Edelhoff
Development,97886,Mario,Chartres
Development,97913,Saeko,Staylopatis
Sales,97918,Adel,Pollacia
Sales,97938,Aiichiro,Plavsic
Development,97948,Henk,Geffroy
Development,97985,Dekang,Botman
Sales,98017,Sachio,Gils
Sales,98018,Yongdong,Pileggi
Development,98038,Mack,Peron
Development,98052,JoAnne,Binding
Development,98054,Berry,Conry
Sales,98060,Tzvetan,Speckmann
Development,98063,Danco,Rusterholz
Development,98072,Luerbio,Merro
Development,98098,Feipei,Eterovic
Development,98125,Subir,VanScheik
Sales,98128,Kazuhisa,Ambroszkiewicz
Sales,98169,Bedrich,Luft
Development,98171,Jaroslava,Busillo
Sales,98183,Masami,Besselaar
Development,98192,Sumali,Murtagh
Sales,98199,Sadun,Felcyn
Development,98212,Sham,Slutz
Development,98241,Felicidad,Kroha
Development,98247,Shakhar,Skafidas
Development,98253,Pragnesh,Homond
Development,98269,Vasilii,Ghazalie
Sales,98270,Kinh,Kawashimo
Development,98285,Georg,Piancastelli
Development,98305,Yongmao,Stranks
Sales,98307,Douadi,Leijenhorst
Development,98317,Domenico,Vieri
Development,98323,Amalendu,Ponthieu
Development,98338,Guenter,Taneja
Development,98358,Basim,Aingworth
Sales,98377,Steve,Flanders
Development,98394,Berthier,Anick
Development,98430,Fay,Langford
Development,98458,Oguz,Pollock
Development,98478,Baruch,Heystek
Sales,98485,Chiradeep,Homond
Development,98497,Jianhao,Cannata
Development,98518,Gad,Rahimi
Development,98536,Francesca,Figueira
Development,98558,Valery,Llado
Development,98586,Kauko,Steenbeek
Development,98619,Sham,Debuse
Development,98628,Radhika,Bahl
Sales,98663,Serenella,Segond
Development,98680,Serge,Tchuente
Sales,98697,JiYoung,Harbusch
Sales,98713,Stabislas,Luit
Development,98725,Gill,Kaminger
Sales,98753,Franziska,Murillo
Development,98766,Gretta,Buchter
Development,98768,Valery,Iacovou
Sales,98807,Aloys,Hanratty
Development,98813,Surveyors,Peck
Development,98838,Kazuhito,Deville
Development,98854,Kotesh,Garrabrants
Development,98905,Nikolaos,Negoita
Development,98973,Aemilian,Quittner
Development,98977,Richara,Alameldin
Development,98987,Dipayan,Suermann
Development,98992,Gonzalo,Heping
Sales,98996,Parke,Kalloufi
Development,99013,Tsz,Cools
Sales,99014,Adly,Siprelle
Sales,99023,Gill,Kusakabe
Sales,99050,Stevo,Krichel
Development,99097,Toshiki,Munawer
Development,99153,Maik,Montresor
Development,99208,Mokhtar,Bernick
Development,99210,Irene,Morrin
Development,99226,Mario,Pehl
Development,99231,Nahla,Wielonsky
Development,99269,Leaf,Gien
Sales,99272,Yuriy,Birge
Development,99290,Youssef,Basagni
Development,99297,Xinan,Erman
Development,99299,Sachem,Claffy
Sales,99307,Moto,Thibadeau
Development,99313,Masasuke,Caine
Development,99371,Tokuyasu,Vuskovic
Development,99376,Olivera,Blokdijk
Development,99390,Cristinel,Potthoff
Sales,99400,Hitomi,Decaestecker
Sales,99431,Prodip,Kusalik
Sales,99438,Vidar,Prochazka
Sales,99443,Zita,Woycyznski
Sales,99451,Guenter,Riexinger
Development,99473,Jaihie,Servi
Sales,99481,Arnd,Akaboshi
Development,99527,Feipei,Duclos
Development,99567,Christfried,Oberman
Development,99571,Rajmohan,Slobodova
Development,99583,Holgard,Schmittgen
Development,99608,Baruch,Paludetto
Development,99622,Etsuo,Taneja
Sales,99643,Beshir,Babu
Development,99649,Danny,Berstel
Development,99655,Elvis,Borovoy
Sales,99671,Tsuneo,Leppanen
Sales,99681,Henk,Tramer
Development,99703,Manton,Berstel
Sales,99716,Luerbio,Casperson
Sales,99719,Sreekrishna,Ramamoorthy
Sales,99729,Dmitri,Porenta
Sales,99769,Xinyu,Winter
Development,99771,Gudjon,Lund
Development,99779,Rasiah,Taubenfeld
Development,99794,Kristin,Garnick
Development,99804,Abdelghani,Benner
Development,99860,Mitchel,Homond
Development,99883,Dulce,Linares
Development,99895,Olivera,Feldmann
Sales,99966,Masali,Ferretti
Sales,99972,Jaana,Schaaf
Development,99989,Divine,Docker
Development,100013,Gunilla,Bernardinello
Sales,100024,Godehard,Pelz
Sales,100042,Raimond,Turnbull
Development,100046,Jayson,Jumpertz
Development,100101,Shakhar,Egerstedt
Development,100137,Seongbae,Bail
Development,100138,Changho,Prenel
Sales,100142,Terresa,Isard
Development,100146,Nalini,Woycyznski
Development,100158,Ayakannu,Falby
Development,100159,Sakthirel,Boudaillier
Development,100169,Ingmar,Angot
Development,100175,Willard,Maginnis
Development,100180,Ohad,Lichtner
Development,100206,Arumugam,Wrigley
Development,100257,Mahmut,Poulakidas
Development,100259,Jiang,Laurillard
Development,100264,Jaroslava,Hegner
Sales,100274,Fei,Miyakawa
Sales,100279,Mingdong,Gustavson
Development,100303,Huei,Pargaonkar
Sales,100317,Xiaopeng,Lorys
Development,100333,Kyoichi,Radivojevic
Development,100349,Gianluca,Jarecki
Development,100358,Lucian,Falby
Development,100382,Mariangiola,Wynblatt
Development,100384,Richara,Yurek
Sales,100406,Yoshinari,Coors
Development,100428,Fayez,Einsfeld
Development,100429,Jayesh,Brender
Sales,100436,Subhankar,Gini
Sales,100444,Arno,Itzigehl
Sales,100486,Radhakrishnan,Maksimenko
Sales,100492,Vincent,Tibblin
Development,100497,Tze,Fortenbacher
Development,100531,Toshiko,Kranzdorf
Sales,100534,Aamer,Luga
Sales,100555,Lucien,Gecsel
Sales,100574,Lucien,Bennet
Development,100583,Goetz,Schnelling
Development,100653,Georgi,Maraist
Sales,100673,Giri,Jiang
Sales,100686,True,Beausoleil
Development,100721,Poornachandra,Bade
Sales,100725,Zvonko,Maliniak
Sales,100746,Heather,Rehfuss
Development,100753,Zsolt,Baca
Development,100838,Kristin,Serre
Development,100842,Dante,Brobst
Development,100853,Aris,Coombs
Development,100854,Serge,Kaiserswerth
Development,100889,Mariusz,Spelt
Development,100914,Erzsebet,Shackell
Development,100920,Henk,Byoun
Sales,100933,Uli,Taneja
Development,100934,Goncalo,Czaja
Development,100960,Saniya,Candan
Sales,100965,Lucian,Bultermann
Sales,100998,Breannda,Portugali
Development,101003,Pranas,Kusakabe
Development,101005,Niranjan,Erni
Development,101018,Shigeu,Serra
Development,101034,Elgin,Tyugu
Development,101067,Kerhong,Schmittgen
Development,101073,Yongdong,Iwayama
Development,101096,Make,Zaccaria
Sales,101098,Maya,Norsworthy
Sales,101123,Henk,Wossner
Development,101142,Sedat,Gini
Sales,101153,Manohar,Gill
Sales,101172,Nevio,Schoegge
Sales,101180,Subhada,Przulj
Development,101218,Basil,Huhdanpaa
Development,101221,Phule,Saoudi
Sales,101239,Toshimori,Khalil
Sales,101240,Oldrich,Perin
Development,101291,Kellie,Mapelli
Development,101321,Arvind,Beetstra
Development,101331,Tsz,Hagimont
Development,101405,Takahito,Fasbender
Sales,101414,Xiaoheng,DasSarma
Development,101428,Tiina,Muhling
Sales,101445,Remzi,Dehkordi
Development,101470,Toshiki,Champarnaud
Sales,101505,Dietrich,Gornas
Development,101519,Marek,Macedo
Development,101523,Vishv,Quadeer
Development,101530,Sushant,Debuse
Development,101537,Luigi,Cyre
Development,101558,Wojceich,Tischendorf
Development,101559,Rasiah,Kisuki
Sales,101587,Hironobu,Puppo
Sales,101608,Girolamo,Mundy
Development,101638,Gaurav,Conta
Sales,101656,Yaghout,Kornyak
Development,101681,Goh,Fasbender
Development,101688,Bilhanan,Worfolk
Sales,101690,Dante,Lally
Development,101719,Nadjib,Wolniewicz
Development,101721,Hidefumi,Cooke
Development,101778,Aamer,Peha
Development,101800,Arlette,Iwayama
Development,101808,Atreye,Hedayat
Development,101813,Shai,Turnbull
Sales,101833,Cordelia,Couchot
Sales,101848,Jouko,Kolinko
Sales,101869,Zhanqiu,Siprelle
Sales,101878,Tetsushi,Stroustrup
Development,101888,Eran,Ritcey
Development,101915,Mayuri,Chenoweth
Development,101928,Avishai,Baezner
Development,101932,Christophe,Hashii
Development,101949,Foong,Pettis
Development,102011,Genevieve,Lund
Development,102027,Gladys,Isaak
Development,102061,Niclas,Nittel
Development,102079,Gay,Thiria
Development,102144,Bernice,Karlin
Development,102191,Nikolaos,Menyhert
Development,102217,Christ,Luks
Development,102240,Shmuel,Rodite
Development,102257,Stella,Tsukune
Development,102292,Fumiyo,Peltason
Development,102298,Tianruo,Selenyi
Development,102320,Bangqing,Sichman
Development,102372,Maik,Jahnichen
Development,102385,Mountaz,Sidou
Sales,102405,Kagan,Danlos
Sales,102433,Arch,Peek
Sales,102440,Yucai,Farrow
Sales,102479,Serap,Facello
Development,102496,Ayonca,Hiraishi
Development,102514,Arne,Huttel
Development,102520,Tetsurou,Remmers
Development,102632,Caolyn,Radwan
Development,102654,Gregory,Makinen
Sales,102673,Stamatina,Vigier
Sales,102682,Oscar,Reutenauer
Sales,102692,Saniya,Lindenbaum
Development,102700,Juichirou,Hedayat
Development,102710,Divier,Szmurlo
Sales,102728,Make,Jiang
Sales,102741,Palash,Naumovich
Development,102754,Mohua,Huhdanpaa
Development,102757,Arno,Pardalos
Development,102793,Joydip,Benzaken
Development,102801,Chanjung,Chachaty
Sales,102810,Jiafu,Birsak
Development,102851,Xudong,Bruckman
Sales,102870,Marsal,Alpay
Sales,102942,Gretta,Vilarrasa
Sales,102962,Chirstian,Kobara
Development,102996,Patricio,Riesenhuber
Development,103005,Rafael,Keustermans
Sales,103042,Berthier,Masand
Development,103092,Mabry,Falby
Development,103128,Alenka,Crabtree
Sales,103156,Yahiko,Schiper
Sales,103164,Valeska,Chiola
Development,103178,Tetsurou,Argence
Development,103198,Alois,Yeung
Development,103223,Jongsuk,Papadias
Development,103245,Sajjad,Cusworth
Development,103252,Domenick,Baca
Development,103332,Zhanqiu,Guerreiro
Development,103344,Sanjeeva,Whittlesey
Development,103349,Chiranjit,Saoudi
Development,103350,George,Kranzdorf
Development,103351,Stein,Junot
Sales,103358,Takushi,Legleitner
Sales,103375,Khue,Fioravanti
Sales,103398,Nikolaos,Schreiter
Development,103435,Sverrir,Ghazalie
Sales,103467,Kwangyoen,Glinert
Development,103484,Niclas,Velardi
Development,103523,Visit,Servieres
Development,103566,Fumino,Pouyioutas
Development,103567,Eberhardt,Perl
Development,103568,Peternela,Camarinopoulos
Sales,103575,Ugo,Verhaegen
Sales,103585,Juichirou,Dusink
Development,103586,Kwee,Veevers
Sales,103591,Moni,Vakili
Sales,103595,Zhensheng,Hutton
Sales,103621,Yuqun,Vidya
Development,103641,Aamer,Loncour
Development,103644,Harjit,Erdi
Development,103659,Remco,Feldmann
Development,103663,Bezalel,Edelhoff
Development,103665,Tomoyuki,Monarch
Development,103668,Remmert,Mitchem
Development,103682,Samphel,Shrader
Development,103731,Leandro,Cyre
Sales,103776,Franziska,Ashish
Sales,103782,Sigeru,Baez
Development,103835,Masasuke,Cyre
Development,103855,Christophe,Peres
Development,103897,Vivian,Munos
Sales,103898,Saeed,Rosin
Development,103913,Shahid,Yurov
Development,103918,Seshu,Jenevein
Sales,103926,Jiafu,Camarinopoulos
Development,103987,Aimee,Uhrik
Development,104005,Ibibia,Molenkamp
Sales,104011,Masanao,Journel
Development,104021,Yonghoan,Mondadori
Sales,104029,Alper,Pagter
Sales,104035,Sivanarayana,Chandrasekhar
Development,104054,Uinam,Rothe
Development,104060,Moriyoshi,Baca
Sales,104073,Vitali,Peral
Sales,104091,Shrikanth,Mawatari
Development,104122,Georg,Schreiter
Development,104130,Kazuhira,Rodiger
Sales,104135,Yaghout,Servi
Development,104145,Mang,Selvestrel
Development,104160,Kotesh,Kamber
Sales,104203,Shigenori,Gyorkos
Sales,104212,Bedrich,Driscoll
Sales,104223,Mantis,Waymire
Development,104233,Cordelia,Kolvik
Development,104266,Kiyokazu,Antonakopoulos
Development,104294,Siddarth,Flowers
Sales,104312,Suzette,Hettesheimer
Development,104328,Luerbio,Setlzner
Sales,104352,Xiaoheng,Samarati
Sales,104363,Mansur,Xiaoshan
Sales,104402,Gonzalo,Molenaar
Sales,104404,Yoshinari,Usery
Development,104504,Waiman,Kilgore
Sales,104520,Vishv,Neimat
Sales,104536,Shooichi,Ernst
Development,104549,Chaoyi,Sabnani
Development,104593,Arno,Maksimenko
Sales,104610,Fusako,Peak
Development,104625,Odoardo,Vendrig
Development,104644,Yuguang,Lieblein
Development,104658,Mrinalini,Ratnakar
Sales,104682,Toshimori,Speek
Sales,104710,Munenori,Trogemann
Development,104718,Lorien,Brandsma
Development,104745,Hongzhu,Lichtner
Development,104760,Gian,Gulla
Sales,104772,Yannik,VanScheik
Development,104779,Sergi,Hartvigsen
Sales,104866,Anestis,Gelosh
Sales,104870,Nectarios,Peltason
Sales,104931,Kristin,Delaune
Development,104939,Armond,Masamoto
Development,104941,Yonghong,Schaap
Development,104945,Gro,Polupanov
Sales,105002,Jingling,Millington
Development,105033,Takahira,Quadeer
Development,105040,Vojin,Erbe
Sales,105060,Manu,Rosin
Development,105095,Steen,Leppanen
